cliente_id,frecuencia_compra,monto_total_gastado,monto_promedio_compra,dias_desde_ultima_compra,antiguedad_cliente_meses,canal_principal,numero_productos_distintos,fecha_reseña,producto_categoria,reseña_id,texto_reseña
358,84.0,18628.08,1497.91,7.0,39.0,móvil,17.0,2023-02-11,hogar,358,Cumple su función en casa y ayuda a mantener el espacio organizado sin complicaciones
359,86.0,10237.41,466.33,361.0,41.0,marketplace,24.0,2023-12-07,alimentos,359,El producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario
360,55.0,10328.16,475.97,146.0,213.0,tienda física,10.0,2024-09-15,alimentos,360,El sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura
361,24.0,12640.51,145.52,290.0,139.0,call center,50.0,2024-03-30,ropa,361,La prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco
362,83.0,14460.47,926.08,188.0,76.0,móvil,40.0,2024-07-14,salud,362,Las  instalaciones están limpias y el personal explica los procedimientos de forma básica
363,3.0,15352.01,,151.0,185.0,tienda física,26.0,2025-07-06,servicios,363,El  servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara
364,76.0,13128.47,881.63,120.0,149.0,web,45.0,2025-09-14,hogar,364,El artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales
365,19.0,16257.72,489.64,93.0,15.0,web,,2023-06-17,ropa,365,La  prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco
366,18.0,14206.2,688.4,109.0,33.0,web,40.0,2025-09-09,alimentos,366,El producto alimenticio viene bien empacado yyy cumple con lo básico para el consumo diario
367,66.0,951.16,184.26,274.0,224.0,web,14.0,2025-03-13,servicios,367,La  experiencia general fue correcta pero hubo pequeños retrasos durante el proceso
368,41.0,7312.58,535.01,225.0,14.0,tienda física,4.0,2023-05-16,educacion,368,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
369,93.0,1905.59,265.5,291.0,48.0,web,22.0,2024-11-23,hogar,369,Cumple su función en casa y ayuda a mantener el espacio organizado sin complicaciones
370,85.0,4194.35,1168.56,254.0,149.0,tienda física,3.0,2023-12-15,educacion,370,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
371,94.0,18836.68,380.83,286.0,59.0,web,41.0,2024-02-16,servicios,371,La experiencia general fue correcta pero hubo pequeños retrasos durante el proceso
372,50.0,7603.36,1227.25,235.0,,web,22.0,2024-11-03,electronica,372,La interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas
373,95.0,13958.29,805.11,152.0,51.0,call center,35.0,2023-07-19,ropa,373,El diseño es atractivo y el color coincide con lo esperado después de varios usos
374,92.0,17126.48,404.23,118.0,201.0,call center,26.0,2024-07-27,alimentos,374,El sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura
375,1.0,10603.09,603.08,96.0,22.0,tienda física,5.0,2024-04-05,alimentos,375,El sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura
376,92.0,7264.55,29.15,72.0,142.0,móvil,47.0,2025-04-18,alimentos,376,El sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura
377,47.0,18024.55,1078.67,250.0,75.0,call center,43.0,2024-08-28,educacion,377,El contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido
378,87.0,5896.37,1496.4,141.0,95.0,móvil,10.0,2023-11-19,alimentos,378,El sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura
379,67.0,15343.2,,209.0,72.0,call center,12.0,2023-05-22,educacion,379,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
380,91.0,6931.85,1395.13,246.0,127.0,tienda física,35.0,2023-01-15,alimentos,380,El sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura
381,70.0,6057.82,779.21,311.0,143.0,tienda física,29.0,2023-02-09,electronica,381,La interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas
382,,7520.36,1045.69,144.0,17.0,call center,14.0,2023-12-01,ropa,382,El diseño es atractivo y el color coincide con lo esperado después de varios usos
383,28.0,2125.57,1115.31,363.0,49.0,tienda física,3.0,2024-05-16,alimentos,383,El  producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario
384,13.0,11511.51,393.15,244.0,211.0,móvil,3.0,,educacion,384,El contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido
385,89.0,5320.31,1190.56,77.0,223.0,call center,8.0,2024-03-25,educacion,385,La  metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
386,41.0,4416.08,994.93,152.0,68.0,tienda física,49.0,2023-11-21,hogar,386,Cumple su función en casa y ayuda a mantener el espacio organizado sin complicaciones
387,32.0,2980.72,740.66,294.0,222.0,web,48.0,2023-06-13,alimentos,387,El sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura
388,53.0,18275.91,309.7,50.0,178.0,tienda física,44.0,2024-03-30,electronica,388,Este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario
389,14.0,12048.18,1320.13,132.0,15.0,web,32.0,2024-06-25,alimentos,389,El producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario
390,29.0,13185.07,1245.94,220.0,194.0,móvil,14.0,2025-11-20,hogar,390,Cumple su función en casa y ayuda a mantener el espacio organizado sin complicaciones
391,34.0,7102.91,911.43,331.0,44.0,móvil,18.0,2023-02-12,hogar,391,El artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales ..
392,20.0,2027.13,508.78,155.0,218.0,marketplace,33.0,2025-08-07,ropa,392,La prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco
393,59.0,15550.45,1492.74,117.0,83.0,marketplace,7.0,,electronica,393,Este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario
394,40.0,5045.45,628.07,208.0,194.0,call center,20.0,2025-06-23,alimentos,394,El producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario
395,64.0,10360.56,779.01,273.0,196.0,web,26.0,2025-04-25,alimentos,395,El sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura
396,11.0,8280.51,1091.58,336.0,20.0,marketplace,13.0,,hogar,396,El artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales
397,42.0,19014.79,177.19,346.0,138.0,marketplace,11.0,2024-03-25,servicios,397,La experiencia general fue correcta pero hubo pequeños retrasos durante el proceso
398,5.0,13389.4,1214.55,237.0,80.0,web,25.0,2024-02-12,hogar,398,El artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales
399,100.0,16879.56,1439.18,183.0,60.0,marketplace,26.0,2024-09-30,educacion,399,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
400,59.0,11934.72,79.66,342.0,218.0,call center,30.0,2024-07-02,educacion,400,El contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido
401,89.0,,480.24,23.0,60.0,marketplace,40.0,2023-12-29,ropa,401,La prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco ..
402,54.0,18531.47,1009.68,83.0,49.0,web,37.0,2024-08-12,educacion,402,El contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido
403,48.0,11376.44,862.5,249.0,200.0,tienda física,29.0,2025-08-11,electronica,403,La interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas
404,47.0,3797.23,897.97,52.0,199.0,tienda física,31.0,2025-10-09,ropa,404,El diseño es atractivo yyy el color coincide con lo esperado después de varios usos
405,79.0,16740.68,822.83,301.0,,call center,27.0,2025-05-14,salud,405,La atención en salud fue profesional aunque el tiempo de espera resultó un poco largo
406,84.0,17768.19,1026.79,268.0,88.0,móvil,32.0,,alimentos,406,El  producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario
407,31.0,5598.96,826.15,305.0,124.0,call center,36.0,2024-01-15,servicios,407,El servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara
408,79.0,3952.35,1045.06,319.0,,marketplace,19.0,2025-03-19,hogar,408,Cumple su función en casa y ayuda a mantener el espacio organizado sin complicaciones
409,4.0,4544.46,,214.0,10.0,móvil,18.0,2024-04-07,educacion,409,El contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido
410,69.0,3819.62,1347.0,203.0,1.0,web,26.0,2024-09-30,electronica,410,La interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas
411,5.0,15777.33,517.78,238.0,182.0,web,17.0,2023-02-17,educacion,411,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
412,55.0,14208.81,1256.89,260.0,22.0,web,23.0,2024-08-29,alimentos,412,El producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario
413,nanabc,7729.67,961.28,140.0,92.0,tienda física,38.0,2025-02-02,electronica,413,Este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario
414,96.0,5090.18,669.84,234.0,,tienda física,44.0,2023-09-05,alimentos,414,El producto alimenticio viene bien empacado yyy cumple con lo básico para el consumo diario
415,82.0,19322.64,615.88,281.0,103.0,marketplace,31.0,2023-05-21,educacion,415,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
416,75.0,1828.19,516.29,0.0,168.0,call center,35.0,2023-12-25,alimentos,416,El sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura
417,99.0,3837.78,323.44,323.0,170.0,web,23.0,2025-06-26,alimentos,417,El sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura
418,84.0,12022.59,284.93,94.0,117.0,call center,33.0,2025-05-08,alimentos,418,El producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario
419,91.0,19691.2,926.07,74.0,6.0,call center,48.0,2025-04-25,educacion,419,El contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido ..
420,89.0,7219.05,1102.95,330.0,178.0,call center,34.0,2023-03-03,servicios,420,El servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara
421,41.0,18294.53,606.34,59.0,199.0,tienda física,13.0,2025-07-15,educacion,421,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
422,4.0,3900.8,1205.32,22.0,2.0,call center,5.0,2023-06-10,hogar,422,El artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales
423,97.0,727.61,289.76,338.0,128.0,tienda física,49.0,2023-02-05,hogar,423,El artículo para el hogar es funcional y fácil de usar aunq los materiales se sienten normales
424,17.0,7019.66,1128.62,200.0,134.0,call center,49.0,2024-08-04,alimentos,424,El sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura
425,61.0,5513.28,512.22,249.0,195.0,call center,33.0,2025-09-27,alimentos,425,El sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura
426,30.0,17342.78,313.03,258.0,30.0,móvil,26.0,2025-03-23,salud,426,La atención en salud fue profesional aunque el tiempo de espera resultó un poco largo
427,94.0,5052.12,914.89,327.0,36.0,móvil,12.0,2024-11-18,servicios,427,La experiencia general fue correcta pero hubo pequeños retrasos durante el proceso
428,12.0,15030.93,1447.45,221.0,184.0,marketplace,45.0,2025-06-22,educacion,428,El contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido
429,10.0,15593.04,189.5,253.0,237.0,tienda física,46.0,2024-11-17,ropa,429,La prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco
430,78.0,489.74,605.19,44.0,239.0,web,19.0,2024-03-30,alimentos,430,El producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario
431,2.0,3313.49,933.97,82.0,198.0,web,8.0,2023-11-19,salud,431,La atención en salud fue profesional aunque el tiempo de espera resultó un poco largo
432,42.0,9818.18,1343.62,93.0,,marketplace,42.0,2025-07-20,ropa,432,El diseño es atractivo y el color coincide con lo esperado después de varios usos
433,74.0,,1232.64,232.0,175.0,tienda física,42.0,2023-07-17,servicios,433,La experiencia general fue correcta pero hubo pequeños retrasos durante el proceso
434,37.0,7317.89,277.48,348.0,,marketplace,17.0,,electronica,434,La interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas ..
435,45.0,4781.13,1224.1,143.0,152.0,marketplace,40.0,2024-09-04,electronica,435,La interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas
436,34.0,12043.62,15.79,230.0,13.0,móvil,22.0,2023-03-23,servicios,436,La experiencia general fue correcta pero hubo pequeños retrasos durante el proceso
437,88.0,17136.83,483.89,120.0,135.0,marketplace,18.0,2023-01-30,hogar,437,Cumple su función en casa y ayuda a mantener el espacio organizado sin complicaciones
438,68.0,1358.65,1092.96,353.0,86.0,web,40.0,2023-06-18,alimentos,438,El producto alimenticio viene muuy empacado y cumple con lo básico para el consumo diario
439,45.0,8383.49,675.5,261.0,191.0,marketplace,49.0,2023-06-21,alimentos,439,El sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura
440,99.0,4525.95,489.2,165.0,185.0,web,27.0,2025-11-22,hogar,440,El  artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales
441,33.0,13433.86,235.47,103.0,58.0,web,48.0,2025-07-25,ropa,441,El diseño es atractivo yyy el color coincide con lo esperado después de varios usos
442,54.0,17438.8,895.18,246.0,138.0,web,17.0,2024-10-31,educacion,442,La  metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
443,89.0,3132.45,,103.0,30.0,móvil,45.0,2023-11-13,alimentos,443,El sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura
444,54.0,10748.76,904.8,32.0,50.0,call center,24.0,2024-04-02,servicios,444,La experiencia general fue correcta pero hubo pequeños retrasos durante el proceso
445,40.0,11356.4,296.47,142.0,228.0,call center,29.0,2023-08-29,servicios,445,La experiencia general fue correcta pero hubo pequeños retrasos durante el proceso
446,11.0,1354.64,35.99,21.0,2.0,web,40.0,2024-07-15,hogar,446,Cumple  su función en casa y ayuda a mantener el espacio organizado sin complicaciones
447,38.0,16934.31,1182.11,42.0,57.0,tienda física,28.0,2023-01-25,hogar,447,Cumple  su función en casa y ayuda a mantener el espacio organizado sin complicaciones
448,89.0,6711.21,243.59,47.0,73.0,marketplace,,2025-01-18,hogar,448,El artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales
449,21.0,7905.91,1280.72,260.0,60.0,web,28.0,2024-03-10,servicios,449,El servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara
450,23.0,18108.19,654.14,159.0,51.0,tienda física,21.0,2025-09-15,electronica,450,Este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario
451,43.0,2578.26,1031.68,315.0,206.0,móvil,22.0,2024-01-18,servicios,451,La experiencia general fue correcta pero hubo pequeños retrasos durante el proceso
452,26.0,13462.71,183.89,147.0,99.0,call center,1.0,2024-02-13,alimentos,452,El sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura
453,7.0,15325.18,1123.62,74.0,160.0,web,28.0,2025-01-12,electronica,453,Este producto electrónico ofrece un rendimiento estable aunq la batería podría mejorar con el uso diario
454,87.0,15652.35,1485.26,316.0,4.0,marketplace,17.0,2023-10-19,electronica,454,La  interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas
455,82.0,12293.94,557.18,31.0,161.0,marketplace,17.0,2023-05-22,alimentos,455,El producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario
456,33.0,18474.16,454.21,100.0,84.0,web,22.0,2024-09-25,hogar,456,El  artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales
457,34.0,11239.41,494.16,247.0,129.0,web,38.0,2023-05-14,ropa,457,El  diseño es atractivo y el color coincide con lo esperado después de varios usos
458,71.0,3097.34,283.47,299.0,61.0,tienda física,30.0,2024-02-02,hogar,458,Cumple su función en casa y ayuda a mantener el espacio organizado sin complicaciones
459,41.0,4650.13,489.42,147.0,63.0,marketplace,33.0,2025-09-27,salud,459,Las instalaciones están limpias y el personal explica los procedimientos de forma básica
460,24.0,9227.49,1230.74,290.0,234.0,call center,28.0,2025-06-28,servicios,460,El servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara
461,30.0,17827.29,834.51,255.0,138.0,web,1.0,2023-11-10,salud,461,La  atención en salud fue profesional aunque el tiempo de espera resultó un poco largo
462,65.0,1618.75,254.37,320.0,195.0,web,26.0,2023-12-14,electronica,462,La interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas
463,41.0,8480.18,,352.0,172.0,marketplace,15.0,,servicios,463,La experiencia general fue correcta pero hubo pequeños retrasos durante el proceso
464,6.0,9433.11,580.15,15.0,184.0,marketplace,37.0,2025-08-11,ropa,464,La prenda es cómoda y la tela se siente agradable aunq la talla puede variar un poco
465,24.0,7134.97,1178.76,124.0,124.0,call center,2.0,2024-06-12,electronica,465,La interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas
466,81.0,19066.66,588.9,90.0,91.0,tienda física,35.0,2024-02-02,alimentos,466,El sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura
467,71.0,12239.43,,20.0,215.0,call center,36.0,,ropa,467,La prenda es cómoda y la tela se siente agradable aunq la talla puede variar un poco
468,66.0,7132.08,919.62,198.0,60.0,móvil,43.0,2025-01-23,salud,468,Las instalaciones están limpias y el personal explica los procedimientos de forma básica
469,3.0,12856.97,1377.06,336.0,64.0,tienda física,29.0,2023-01-15,educacion,469,El contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido
470,47.0,110.54,993.4,246.0,227.0,marketplace,42.0,2024-07-30,educacion,470,El contenido educativo es comprensible y bien estructurado aunq el ritmo es algo rápido
471,14.0,17915.84,932.91,197.0,10.0,móvil,25.0,2025-08-22,electronica,471,La interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas
472,79.0,5220.11,81.02,9.0,55.0,móvil,6.0,2024-08-11,educacion,472,El contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido
473,87.0,15195.5,1268.68,285.0,69.0,tienda física,9.0,2025-09-20,ropa,473,La  prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco
474,64.0,4271.18,418.33,341.0,238.0,tienda física,41.0,2025-04-03,ropa,474,El diseño es atractivo y el color coincide con lo esperado después de varios usos
475,23.0,12868.35,1016.89,83.0,73.0,tienda física,32.0,2025-09-27,ropa,475,El diseño es atractivo y el color coincide con lo esperado después de varios usos
476,29.0,1974.31,1314.72,49.0,138.0,web,8.0,2023-11-07,hogar,476,El artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales ..
477,62.0,8251.26,1398.19,168.0,,tienda física,27.0,2025-11-17,salud,477,La atención en salud fue profesional aunque el tiempo de espera resultó un poco largo
478,60.0,15618.53,758.51,,44.0,marketplace,27.0,2024-07-23,alimentos,478,El sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura
479,70.0,5508.75,945.81,276.0,111.0,call center,33.0,2023-06-12,ropa,479,El diseño es atractivo y el color coincide con lo esperado después de varios usos
480,14.0,3669.21,46.52,302.0,201.0,call center,35.0,2024-02-21,ropa,480,El diseño es atractivo yyy el color coincide con lo esperado después de varios usos
481,91.0,3336.19,424.47,270.0,64.0,tienda física,6.0,2023-05-23,servicios,481,La experiencia general fue correcta pero hubo pequeños retrasos durante el proceso
482,13.0,18717.3,357.35,102.0,232.0,marketplace,27.0,2024-05-15,salud,482,Las instalaciones están limpias yyy el personal explica los procedimientos de forma básica
483,85.0,4661.44,175.11,322.0,156.0,móvil,37.0,2025-08-14,alimentos,483,El sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura
484,80.0,11289.67,542.05,52.0,59.0,call center,18.0,2023-08-24,educacion,484,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
485,73.0,5876.74,1303.51,129.0,58.0,tienda física,,2024-02-12,educacion,485,El contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido
486,99.0,10692.01,924.01,293.0,9.0,móvil,30.0,2023-10-24,educacion,486,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
487,35.0,2279.68,134.48,176.0,,tienda física,15.0,2023-07-02,electronica,487,La interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas
488,54.0,13858.32,740.52,106.0,92.0,web,28.0,2024-12-29,alimentos,488,El producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario ..
489,65.0,17431.93,344.7,298.0,84.0,call center,28.0,2025-04-23,salud,489,Las instalaciones están limpias y el personal explica los procedimientos de forma básica
490,74.0,10392.81,1187.78,181.0,172.0,web,17.0,2024-08-01,salud,490,Las instalaciones están limpias y el personal explica los procedimientos de forma básica
491,12.0,7685.84,466.88,170.0,104.0,marketplace,41.0,2023-04-22,electronica,491,La interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas
492,14.0,13095.46,419.4,259.0,88.0,web,47.0,2023-03-07,servicios,492,La  experiencia general fue correcta pero hubo pequeños retrasos durante el proceso
493,0.0,18257.44,577.11,174.0,195.0,call center,18.0,2023-04-02,servicios,493,La experiencia general fue correcta pero hubo pequeños retrasos durante el proceso
494,72.0,8844.89,190.6,177.0,74.0,web,48.0,2023-07-09,educacion,494,El contenido educativo es comprensible yyy bien estructurado aunque el ritmo es algo rápido
495,47.0,9910.88,446.38,365.0,102.0,tienda física,38.0,2023-05-16,hogar,495,Cumple su función en casa y ayuda a mantener el espacio organizado sin complicaciones
496,81.0,11801.3,1304.24,2.0,30.0,call center,38.0,2023-09-14,servicios,496,El servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara
497,60.0,15885.75,1008.64,202.0,,marketplace,30.0,2025-06-17,alimentos,497,El producto alimenticio viene muuy empacado y cumple con lo básico para el consumo diario
498,9.0,18916.5,751.49,14.0,238.0,tienda física,3.0,,educacion,498,El contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido
499,81.0,19516.14,161.48,145.0,109.0,call center,23.0,2024-10-14,alimentos,499,El producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario ..
500,86.0,14412.38,953.82,24.0,203.0,web,14.0,2025-08-02,educacion,500,El contenido educativo es comprensible yyy bien estructurado aunque el ritmo es algo rápido
501,30.0,12045.16,766.76,47.0,59.0,marketplace,13.0,2024-03-30,electronica,501,La interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas
502,5.0,19458.99,,75.0,179.0,web,30.0,2025-12-06,salud,502,Las instalaciones están limpias y el personal explica los procedimientos de forma básica
503,35.0,591.13,1216.23,19.0,66.0,marketplace,20.0,2025-08-21,educacion,503,La metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente
504,58.0,14876.17,139.83,100.0,4.0,tienda física,31.0,2024-09-24,electronica,504,La interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas
505,95.0,15956.15,416.09,121.0,32.0,marketplace,19.0,2024-05-04,electronica,505,Este producto electrónico ofrece un rendimiento estable aunq la batería podría mejorar con el uso diario
506,13.0,5471.86,1051.89,341.0,179.0,tienda física,19.0,2025-08-08,servicios,506,El servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara
507,64.0,17840.47,413.43,307.0,201.0,marketplace,46.0,2024-12-13,educacion,507,El contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido
508,99.0,8926.67,1018.1,243.0,84.0,móvil,1.0,2025-09-07,electronica,508,Este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario
509,42.0,9155.77,656.96,309.0,193.0,call center,27.0,2024-04-02,alimentos,509,El sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura ..
510,72.0,14625.57,463.82,42.0,233.0,móvil,24.0,2025-09-30,servicios,510,La experiencia general fue correcta pero hubo pequeños retrasos durante el proceso
511,35.0,16408.71,163.12,337.0,183.0,web,36.0,2024-06-19,electronica,511,Este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario ..
512,85.0,19486.7,81.49,,103.0,tienda física,37.0,2023-03-08,salud,512,Las instalaciones están limpias y el personal explica los procedimientos de forma básica
513,39.0,Error,1151.46,253.0,41.0,call center,17.0,2023-09-14,alimentos,513,El producto alimenticio viene bien empacado yyy cumple con lo básico para el consumo diario
514,79.0,2133.67,415.8,322.0,180.0,móvil,35.0,2025-07-28,ropa,514,El diseño es atractivo y el color coincide con lo esperado después de varios usos
515,76.0,5603.54,665.08,130.0,4.0,marketplace,36.0,2024-09-18,electronica,515,Este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario
516,58.0,3908.17,1293.32,291.0,199.0,call center,32.0,2025-05-10,electronica,516,Este producto electrónico ofrece un rendimiento estable aunq la batería podría mejorar con el uso diario
517,55.0,19713.17,421.91,8.0,103.0,web,44.0,2024-09-16,hogar,517,Cumple su función en casa y ayuda a mantener el espacio organizado sin complicaciones
518,46.0,3372.81,468.38,171.0,216.0,marketplace,42.0,2024-09-29,electronica,518,La interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas
519,42.0,nanabc,1291.3,200.0,27.0,marketplace,48.0,2024-01-15,alimentos,519,El producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario
520,28.0,1521.87,1077.08,223.0,61.0,call center,42.0,2024-07-10,alimentos,520,El producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario
521,44.0,8436.83,1466.36,48.0,146.0,marketplace,2.0,2024-03-10,electronica,521,Este  producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario
522,70.0,15407.83,476.74,237.0,143.0,móvil,20.0,2025-10-05,ropa,522,La prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco
523,69.0,13726.95,883.05,38.0,57.0,tienda física,4.0,2025-07-16,educacion,523,El contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido
524,70.0,10402.58,1124.69,183.0,212.0,marketplace,22.0,2024-03-29,servicios,524,La experiencia general fue correcta pero hubo pequeños retrasos durante el proceso
525,20.0,Error,,331.0,41.0,web,22.0,2024-10-28,salud,525,La atención en salud fue profesional aunque el tiempo de espera resultó un poco largo ..
526,36.0,16775.35,981.17,304.0,3.0,tienda física,37.0,2025-01-06,electronica,526,La  interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas
527,14.0,9990.24,1445.12,208.0,135.0,web,26.0,2024-03-29,servicios,527,El servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara
528,14.0,19292.6,332.46,272.0,148.0,tienda física,11.0,2023-06-28,educacion,528,El contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido
529,6.0,3126.11,1314.62,174.0,42.0,call center,48.0,2025-12-03,electronica,529,Este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario
530,17.0,15324.23,552.91,195.0,6.0,tienda física,39.0,2024-11-25,salud,530,Las instalaciones están limpias y el personal explica los procedimientos de forma básica
531,70.0,16948.92,277.83,5.0,3.0,móvil,28.0,2024-01-23,salud,531,La atención en salud fue profesional aunque el tiempo de espera resultó un poco largo
532,63.0,,967.71,,97.0,tienda física,50.0,2025-04-09,salud,532,Las instalaciones están limpias y el personal explica los procedimientos de forma básica
533,10.0,Error,962.7,261.0,109.0,web,10.0,2025-10-26,electronica,533,Este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario
534,45.0,15957.86,1403.76,248.0,132.0,móvil,28.0,2023-09-09,electronica,534,La interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas
535,77.0,11730.27,1224.91,246.0,60.0,call center,,2025-08-01,educacion,535,El contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido
